00604972073|00000019.632904|-0000102.490560
03268297354|00000019.596976|-0000102.465998
03268297353|00000019.596663|-0000102.466291
03268297348|00000019.595139|-0000102.468730
03268297349|00000019.596060|-0000102.467462
03268297347|00000019.595660|-0000102.468999
03268297344|00000019.594802|-0000102.470076
03268297345|00000019.595730|-0000102.469499
03268297374|00000019.597369|-0000102.467303
03268297375|00000019.597556|-0000102.466352
03268297361|00000019.596600|-0000102.469850
03268297389|00000019.596607|-0000102.465728
03268297386|00000019.594800|-0000102.466297
03268297385|00000019.596418|-0000102.464446
03268297381|00000019.596052|-0000102.465166
03268297379|00000019.596201|-0000102.465985
03268297376|00000019.597676|-0000102.465931
03268297377|00000019.596595|-0000102.467092
03268297398|00000019.594300|-0000102.468420
03268297396|00000019.591308|-0000102.470528
03268297394|00000019.595952|-0000102.466143
03268297395|00000019.591230|-0000102.470339
03268297293|00000019.604011|-0000102.471266
03268297282|00000019.603662|-0000102.474359
03268297283|00000019.603667|-0000102.473361
03268297310|00000019.600763|-0000102.471141
03268297307|00000019.604539|-0000102.469317
03268297303|00000019.604776|-0000102.469106
03268297300|00000019.603507|-0000102.469898
03268297298|00000019.603389|-0000102.471107
03268297326|00000019.598386|-0000102.469613
03268297322|00000019.598977|-0000102.469718
03268297319|00000019.600666|-0000102.467214
03268297317|00000019.600433|-0000102.467910
03268297342|00000019.595084|-0000102.470608
03268297261|00000019.601965|-0000102.473860
03268297272|00000019.602682|-0000102.472141
03268297268|00000019.601344|-0000102.472669
03268297266|00000019.600991|-0000102.473219
03268297264|00000019.601330|-0000102.473697
01387287007|00000019.827332|-0000102.626059
01387286980|00000019.808646|-0000102.695487
03015848037|00000019.522362|-0000102.329826
01387286908|00000019.802371|-0000102.665348
04563768420|00000019.578182|-0000102.468881
04563768421|00000019.577914|-0000102.466000
04563768422|00000019.577859|-0000102.465571
04563768423|00000019.579256|-0000102.467843
04563768425|00000019.577768|-0000102.468076
04563768426|00000019.577976|-0000102.466595
04563768437|00000019.578022|-0000102.467607
04563768438|00000019.579627|-0000102.470000
04563768444|00000019.579570|-0000102.469152
04563768445|00000019.579351|-0000102.469224
04563768447|00000019.579484|-0000102.469598
04563768440|00000019.579127|-0000102.468811
04563768441|00000019.577699|-0000102.468930
04563768455|00000019.575612|-0000102.470800
04563768449|00000019.580163|-0000102.470238
04563768450|00000019.579739|-0000102.470383
04563768460|00000019.578127|-0000102.471359
04563768463|00000019.580340|-0000102.470967
04563768457|00000019.578106|-0000102.470951
04563768468|00000019.579789|-0000102.470761
04563768469|00000019.578597|-0000102.471772
04563768470|00000019.578496|-0000102.470516
04563768471|00000019.578480|-0000102.468861
04563768464|00000019.580680|-0000102.472239
04563768466|00000019.580039|-0000102.469938
04563768476|00000019.580067|-0000102.472421
04563768477|00000019.579956|-0000102.471087
04563768472|00000019.580017|-0000102.471617
04563768474|00000019.580027|-0000102.472046
04563768484|00000019.578913|-0000102.471737
04563768486|00000019.579355|-0000102.471689
04563768487|00000019.579335|-0000102.471273
04563768480|00000019.578981|-0000102.472566
04563768483|00000019.578491|-0000102.473140
04563768488|00000019.579438|-0000102.471250
04791933295|00000019.812956|-0000102.730423
04563834319|00000019.570250|-0000102.483580
04563834318|00000019.573824|-0000102.481175
04563834326|00000019.575906|-0000102.479522
04563834322|00000019.571159|-0000102.482792
04563834321|00000019.571561|-0000102.482450
04563834335|00000019.573077|-0000102.479633
04563834334|00000019.573038|-0000102.478902
04563834331|00000019.573872|-0000102.481137
04563834343|00000019.574841|-0000102.478987
04563834342|00000019.574301|-0000102.479411
04563834341|00000019.573209|-0000102.480210
04563834340|00000019.572855|-0000102.480603
04563834339|00000019.574013|-0000102.478958
04563834338|00000019.574886|-0000102.480332
04563834337|00000019.573948|-0000102.478954
04563834367|00000019.571733|-0000102.480539
04563834362|00000019.572917|-0000102.481550
04563834368|00000019.571677|-0000102.480818
04563834381|00000019.570493|-0000102.483369
04563834391|00000019.572740|-0000102.477401
04563834390|00000019.569966|-0000102.481450
04563834389|00000019.571405|-0000102.481247
04563834388|00000019.570043|-0000102.480652
04563834399|00000019.572797|-0000102.477393
04563834398|00000019.570314|-0000102.480615
04563834403|00000019.572432|-0000102.479088
04563834414|00000019.570640|-0000102.480062
04563834412|00000019.571106|-0000102.480009
04563834408|00000019.571067|-0000102.480687
04563834418|00000019.569352|-0000102.482709
04563834417|00000019.570093|-0000102.478615
04563834416|00000019.570487|-0000102.478592
04563834439|00000019.573999|-0000102.483442
04563834441|00000019.573457|-0000102.482108
04563834440|00000019.573878|-0000102.481877
04563834449|00000019.571595|-0000102.482412
04563834448|00000019.572249|-0000102.482736
04563834463|00000019.572484|-0000102.482030
04563834462|00000019.573239|-0000102.481417
04563834458|00000019.572921|-0000102.483063
04563834468|00000019.515401|-0000102.573918
04563834481|00000019.538264|-0000102.539843
04563768989|00000019.579408|-0000102.471045
04563768990|00000019.579390|-0000102.470832
04563768991|00000019.579041|-0000102.470064
04563768996|00000019.582157|-0000102.471404
04563768998|00000019.582296|-0000102.471794
04563768992|00000019.579018|-0000102.469647
04563768993|00000019.581627|-0000102.472529
04563768994|00000019.581706|-0000102.471558
04563768995|00000019.581354|-0000102.471671
04563769005|00000019.583052|-0000102.473599
04563769006|00000019.582638|-0000102.472166
04563769020|00000019.582079|-0000102.472350
04563769021|00000019.582016|-0000102.472011
04563769019|00000019.583749|-0000102.474221
04563769029|00000019.582324|-0000102.473910
04563769030|00000019.581790|-0000102.472455
04563769031|00000019.582102|-0000102.473305
04563769025|00000019.581483|-0000102.472071
04563769037|00000019.581446|-0000102.472585
04563769038|00000019.583003|-0000102.474834
04563769053|00000019.582147|-0000102.472327
04563769054|00000019.582028|-0000102.473104
04563769055|00000019.581516|-0000102.474270
04563769048|00000019.582137|-0000102.473054
04563769062|00000019.582229|-0000102.473952
04563769063|00000019.582317|-0000102.475395
04563769056|00000019.583295|-0000102.473516
04563769059|00000019.582678|-0000102.475100
04563834607|00000019.579588|-0000102.477561
04563769068|00000019.579216|-0000102.476498
04563769069|00000019.581152|-0000102.476328
04563834605|00000019.573829|-0000102.477317
04563769064|00000019.581849|-0000102.474122
04563834603|00000019.574289|-0000102.477247
04563769065|00000019.581858|-0000102.476345
04563834615|00000019.579048|-0000102.474389
04563834613|00000019.579228|-0000102.474792
04563834611|00000019.579423|-0000102.475229
04563769073|00000019.579948|-0000102.476405
04563834609|00000019.579614|-0000102.475657
04563769086|00000019.579120|-0000102.474068
04563834620|00000019.585155|-0000102.476653
04563834619|00000019.586642|-0000102.476670
04563834616|00000019.578865|-0000102.473978
04563834631|00000019.586961|-0000102.476765
04563834630|00000019.586784|-0000102.477432
04563834629|00000019.587245|-0000102.475642
04563769094|00000019.579893|-0000102.476045
04563769090|00000019.579966|-0000102.475192
04563834625|00000019.585023|-0000102.477023
04563834624|00000019.586580|-0000102.476653
04563834639|00000019.590981|-0000102.473948
04563769098|00000019.579533|-0000102.474999
04563769109|00000019.576768|-0000102.476801
04563769110|00000019.572989|-0000102.477365
04563769111|00000019.576633|-0000102.476895
04563834640|00000019.590549|-0000102.473053
04563769116|00000019.573912|-0000102.477188
04563769117|00000019.573904|-0000102.476364
04563769115|00000019.576628|-0000102.476777
04563769120|00000019.573232|-0000102.477279
04563769131|00000019.577066|-0000102.478839
01030109721|00000019.561216|-0000102.456773
04366402500|00000019.803849|-0000102.683687
03268232540|00000019.596335|-0000102.474449
03268232537|00000019.596782|-0000102.476579
03268232536|00000019.596570|-0000102.476047
03268232539|00000019.593745|-0000102.474673
